student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group
559,master of international tourism and hospitality management,Transferred,Excluded,2,Essential Skills,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,63.87,26.88,31.58,80.71,39,Access,Attendance,TO5103,49.22,27.33,25.84,6.43,84,Access,Concern for Welfare,TO5104,71.34,78.84,24.83,91.86,33,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Mental health,Non-IT
560,master of international tourism and hospitality management,Return to Study,Satisfactory,0,Studiocity,Student Counsellor,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,TO5101,42.55,27.16,75.47,86.0,45,Access,Attendance,TO5103,39.01,23.58,91.39,2.98,100,Access,Concern for Welfare,TO5104,47.29,35.14,8.96,69.06,62,Access,Attendance,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Poor time management,Non-IT
561,master of international tourism and hospitality management,LOA,Excluded,0,Writing,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO5101,22.09,66.84,8.36,75.7,44,Access,Attendance,TO5103,21.44,11.42,18.16,62.44,98,No Access,Non Submission,TO5104,72.56,51.01,93.86,96.68,84,Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Poor time management,Non-IT
562,master of international tourism and hospitality management,SRI to JCUB,Academic Caution,0,Studiocity,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,TO5101,43.19,71.15,48.36,56.04,93,No Access,Attendance,TO5103,4.56,11.17,1.1,92.4,11,Access,Non Submission,TO5104,93.75,97.61,61.28,21.62,75,No Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Late Enrollment,Non-IT
563,master of international tourism and hospitality management,New,Satisfactory,0,Referencing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO5101,48.39,10.24,16.34,13.57,77,Access,Concern for Welfare,TO5103,57.63,9.13,1.22,67.29,40,No Access,Non Submission,TO5104,61.79,77.94,25.44,78.65,74,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management,Non-IT
564,master of international tourism and hospitality management,First year,At Risk,0,Writing,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO5101,90.05,34.92,56.91,28.59,10,No Access,Concern for Welfare,TO5103,82.95,28.19,24.08,10.35,30,Access,Non Submission,TO5104,57.5,30.21,21.13,95.04,35,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment,Non-IT
565,master of international tourism and hospitality management,First year,At Risk,0,Referencing,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,13.54,16.59,92.2,21.19,57,No Access,Attendance,TO5103,77.85,99.36,15.28,55.57,42,Access,Attendance,TO5104,1.63,19.18,73.62,94.15,23,Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Late Enrollment,Non-IT
566,master of international tourism and hospitality management,Transferred,At Risk,0,Studiocity,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,72.65,56.86,17.34,94.34,96,Access,Attendance,TO5103,50.51,34.37,66.3,41.21,89,No Access,Concern for Welfare,TO5104,52.76,67.2,86.15,3.28,92,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment,Non-IT
567,master of international tourism and hospitality management,Return to Study,Excluded,0,Essential Skills and Reading,Student Advocate,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,97.22,6.08,64.08,44.98,87,No Access,Attendance,TO5103,78.68,1.66,34.06,36.23,7,Access,Concern for Welfare,TO5104,95.32,48.3,21.99,10.79,89,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health,Non-IT
568,master of international tourism and hospitality management,First year,Satisfactory,0,Essential Skills,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,TO5101,44.26,60.76,91.94,71.13,32,Access,Concern for Welfare,TO5103,15.72,59.12,61.69,26.75,75,Access,Concern for Welfare,TO5104,36.47,47.63,97.14,54.53,7,Access,Concern for Welfare,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Late Enrollment,Non-IT
569,master of international tourism and hospitality management,Excluded,Conditional,0,Studiocity,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,28.68,74.8,30.99,11.15,30,Access,Concern for Welfare,TO5103,52.87,22.23,28.53,55.75,55,Access,Non Submission,TO5104,5.58,54.31,60.68,68.78,7,No Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness,Non-IT
570,master of international tourism and hospitality management,First year,Excluded,0,Essential Skills and Reading,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO5101,16.2,68.72,8.73,63.19,96,Access,Non Submission,TO5103,57.73,56.38,37.97,50.01,69,Access,Concern for Welfare,TO5104,61.48,52.23,82.78,90.49,78,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management,Non-IT
571,"bachelor of tourism, hospitality and events",LOA,At Risk,0,Referencing,Student Counsellor,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,7.98,16.82,0.89,8.19,85,No Access,Attendance,TO2117,7.31,17.37,85.23,35.84,50,No Access,Attendance,TO3052,54.47,93.5,0.35,12.39,91,Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Late Enrollment,Non-IT
572,"bachelor of tourism, hospitality and events",First year,At Risk,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,88.82,11.34,81.64,3.03,95,Access,Concern for Welfare,TO2117,91.07,12.24,46.55,76.39,8,Access,Attendance,TO3052,85.76,37.14,1.32,45.38,2,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family,Non-IT
573,"bachelor of tourism, hospitality and events",LOA,Satisfactory,0,Essential Skills,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,TO1008,16.55,71.84,95.79,44.06,24,Access,Attendance,TO2117,71.82,37.01,96.59,62.5,25,Access,Attendance,TO3052,85.86,4.89,41.17,70.55,5,No Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family,Non-IT
574,"bachelor of tourism, hospitality and events",New,Academic Caution,0,Referencing,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO1008,5.25,42.21,21.76,16.38,10,Access,Attendance,TO2117,64.7,51.65,24.7,60.12,73,Access,Attendance,TO3052,18.76,73.87,90.96,74.4,58,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment,Non-IT
575,"bachelor of tourism, hospitality and events",First year,Excluded,0,Writing,Student Counsellor,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO1008,74.73,83.78,30.47,62.22,78,No Access,Attendance,TO2117,83.98,60.48,22.15,93.35,66,Access,Concern for Welfare,TO3052,69.3,57.25,87.99,2.62,75,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Poor time management,Non-IT
576,"bachelor of tourism, hospitality and events",First year,Conditional,0,Studiocity,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO1008,49.76,42.06,14.25,71.64,22,Access,Concern for Welfare,TO2117,74.17,10.91,71.13,49.09,51,Access,Non Submission,TO3052,19.4,91.76,91.58,72.65,62,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health,Non-IT
577,"bachelor of tourism, hospitality and events",Continuing,Conditional,2,Essential Skills,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Phone,TO1008,69.36,20.86,62.08,45.03,42,Access,Concern for Welfare,TO2117,58.25,91.44,72.98,13.4,84,No Access,Attendance,TO3052,81.61,68.36,30.02,61.65,84,No Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Poor time management,Non-IT
578,"bachelor of tourism, hospitality and events",Transferred,Satisfactory,0,Essential Skills and Reading,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,TO1008,87.18,52.28,34.75,58.74,71,Access,Non Submission,TO2117,72.9,23.3,81.85,17.67,46,Access,Concern for Welfare,TO3052,56.29,43.66,30.07,97.92,2,No Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Death in family,Non-IT
579,"bachelor of tourism, hospitality and events",Return to Study,Excluded,0,Essential Skills,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,TO1008,56.96,7.54,63.05,79.01,60,Access,Non Submission,TO2117,77.58,25.15,23.47,88.41,10,Access,Attendance,TO3052,7.41,29.94,46.93,73.94,11,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health,Non-IT
580,"bachelor of tourism, hospitality and events",SRI to JCUB,At Risk,0,Referencing,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO1008,16.24,94.98,21.32,29.99,41,No Access,Attendance,TO2117,23.08,10.22,28.78,37.55,68,Access,Concern for Welfare,TO3052,26.55,6.0,14.09,6.31,62,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Mental health,Non-IT
581,"bachelor of tourism, hospitality and events",LOA,Excluded,0,Essential Skills,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO1008,87.88,36.79,16.61,82.19,68,Access,Concern for Welfare,TO2117,14.05,36.87,23.68,10.67,19,Access,Concern for Welfare,TO3052,33.45,62.58,59.67,68.89,93,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Poor time management,Non-IT
582,"bachelor of tourism, hospitality and events",Continuing,Satisfactory,0,Referencing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,31.86,11.49,33.21,45.05,22,No Access,Attendance,TO2117,79.68,39.95,24.3,37.57,47,Access,Attendance,TO3052,76.28,63.58,3.59,98.98,6,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Poor time management,Non-IT
583,"bachelor of tourism, hospitality and events",Continuing,At Risk,4,Studiocity,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,TO1008,28.33,65.75,13.06,6.07,8,No Access,Concern for Welfare,TO2117,86.45,19.97,39.07,16.58,79,Access,Concern for Welfare,TO3052,0.85,33.95,21.05,22.58,18,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Mental health,Non-IT
584,"bachelor of tourism, hospitality and events",SRI to JCUB,Academic Caution,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO1008,71.64,89.76,74.45,55.42,61,No Access,Attendance,TO2117,41.64,63.19,53.94,18.37,82,Access,Concern for Welfare,TO3052,58.47,2.22,9.95,1.03,38,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment,Non-IT
585,"bachelor of tourism, hospitality and events",SRI to JCUB,Excluded,2,Writing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,TO1008,92.51,18.31,38.58,1.79,8,Access,Non Submission,TO2117,90.74,97.84,43.35,5.58,51,Access,Non Submission,TO3052,29.41,20.79,23.95,5.23,56,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Mental health,Non-IT
586,"bachelor of tourism, hospitality and events",New,Excluded,0,Writing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,TO1008,65.15,62.79,15.68,21.43,34,No Access,Attendance,TO2117,47.13,11.13,69.23,18.58,2,Access,Concern for Welfare,TO3052,14.43,57.29,84.26,33.54,78,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Sickness,Non-IT
587,"bachelor of tourism, hospitality and events",LOA,Conditional,0,4R Essential Skills,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO1008,89.81,60.62,75.39,92.32,93,Access,Attendance,TO2117,36.56,76.05,73.03,35.68,57,Access,Attendance,TO3052,85.15,43.13,28.08,10.33,10,No Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Mental health,Non-IT
588,"bachelor of tourism, hospitality and events",Excluded,Academic Caution,0,Referencing,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,31.76,14.01,56.42,46.56,74,Access,Concern for Welfare,TO2117,70.25,67.49,75.75,70.02,39,Access,Concern for Welfare,TO3052,16.51,58.44,18.42,84.69,92,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Poor time management,Non-IT
589,"bachelor of tourism, hospitality and events",New,At Risk,0,Studiocity,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Phone,TO1008,14.54,18.62,24.6,6.09,91,Access,Non Submission,TO2117,66.21,91.46,86.45,8.94,23,Access,Non Submission,TO3052,54.93,43.56,78.42,45.07,47,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Sickness,Non-IT
590,"bachelor of tourism, hospitality and events",SRI to JCUB,Academic Caution,0,Essential Skills,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO1008,51.74,83.92,70.29,24.45,58,Access,Non Submission,TO2117,32.31,51.68,34.51,41.41,21,Access,Attendance,TO3052,28.43,80.9,17.09,55.75,44,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in family,Non-IT
591,"bachelor of tourism, hospitality and events",Continuing,Academic Caution,0,Writing,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO1008,50.81,41.76,14.8,77.41,4,No Access,Attendance,TO2117,70.41,80.78,56.15,1.37,57,Access,Attendance,TO3052,64.47,35.0,9.59,21.0,15,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family,Non-IT
592,"bachelor of tourism, hospitality and events",First year,At Risk,0,Essential Skills and Reading,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,48.81,12.29,42.67,6.0,32,Access,Attendance,TO2117,87.22,53.75,84.44,45.69,86,Access,Concern for Welfare,TO3052,53.1,98.99,12.63,72.98,97,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Poor time management,Non-IT
593,"bachelor of tourism, hospitality and events",LOA,At Risk,0,4R Essential Skills,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO1008,39.22,78.57,51.5,57.33,46,No Access,Attendance,TO2117,78.32,20.13,28.48,98.25,3,Access,Non Submission,TO3052,84.25,23.31,46.76,25.58,13,No Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Death in family,Non-IT
594,"bachelor of tourism, hospitality and events",Return to Study,Academic Caution,0,Referencing,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,76.55,0.01,48.8,16.16,15,Access,Concern for Welfare,TO2117,79.6,9.79,61.09,2.76,89,Access,Attendance,TO3052,40.62,16.26,46.08,25.22,44,Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Death in family,Non-IT
595,"bachelor of tourism, hospitality and events",First year,At Risk,0,Essential Skills,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO1008,14.87,94.43,44.97,87.07,40,Access,Concern for Welfare,TO2117,63.08,94.02,45.0,31.73,82,No Access,Non Submission,TO3052,13.17,6.94,11.52,53.46,47,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family,Non-IT
596,"bachelor of tourism, hospitality and events",Return to Study,At Risk,0,Writing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,TO1008,82.52,66.85,55.9,52.0,82,No Access,Concern for Welfare,TO2117,94.37,48.16,29.53,72.27,0,Access,Concern for Welfare,TO3052,6.25,74.61,1.91,49.54,70,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family,Non-IT
597,"bachelor of tourism, hospitality and events",Transferred,Conditional,0,Essential Skills and Reading,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO1008,83.14,34.22,99.23,87.74,33,Access,Attendance,TO2117,40.59,72.91,15.76,85.15,37,Access,Attendance,TO3052,88.83,77.08,75.23,87.05,41,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness,Non-IT
598,"bachelor of tourism, hospitality and events",Transferred,Excluded,0,Studiocity,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,TO1008,13.85,22.58,35.56,74.82,65,Access,Concern for Welfare,TO2117,32.4,56.23,92.12,89.55,67,Access,Attendance,TO3052,35.54,12.68,48.45,14.45,71,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Mental health,Non-IT
599,"bachelor of tourism, hospitality and events",Continuing,At Risk,0,Referencing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,24.74,29.93,4.39,79.73,11,Access,Non Submission,TO2117,22.48,87.66,23.85,55.89,85,No Access,Attendance,TO3052,4.05,82.69,14.1,69.83,27,No Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Sickness,Non-IT
600,"bachelor of tourism, hospitality and events",LOA,Conditional,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,TO1008,9.35,86.93,63.0,9.54,33,Access,Non Submission,TO2117,23.61,42.02,17.66,21.32,38,No Access,Non Submission,TO3052,91.38,69.62,69.33,6.68,63,No Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Sickness,Non-IT
601,master of professional accounting - master of business administration,SRI to JCUB,Academic Caution,0,4R Essential Skills,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,54.75,49.97,35.43,85.31,0,Access,Concern for Welfare,CO5103,98.2,98.08,59.48,30.76,61,Access,Concern for Welfare,LB5113,26.49,11.29,73.51,28.91,92,Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Poor time management,Non-IT
602,master of professional accounting - master of business administration,SRI to JCUB,At Risk,0,Writing,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,0.45,12.96,26.98,77.22,5,No Access,Non Submission,CO5103,4.27,91.84,12.42,33.24,80,Access,Attendance,LB5113,43.07,45.18,56.3,8.74,46,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Sickness,Non-IT
603,master of professional accounting - master of business administration,LOA,Satisfactory,0,Referencing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,42.38,6.39,15.05,91.71,52,Access,Concern for Welfare,CO5103,41.51,44.72,37.94,28.55,82,Access,Non Submission,LB5113,75.42,37.01,19.21,1.44,75,No Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness,Non-IT
604,master of professional accounting - master of business administration,Return to Study,Excluded,0,Referencing,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,1.15,87.51,87.82,4.02,49,No Access,Concern for Welfare,CO5103,82.23,87.81,59.41,17.04,13,Access,Concern for Welfare,LB5113,62.62,63.5,36.75,98.28,65,No Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Late Enrollment,Non-IT
605,master of professional accounting - master of business administration,Transferred,Conditional,0,Writing,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,CO5117,56.48,30.5,86.45,56.99,26,Access,Concern for Welfare,CO5103,60.34,55.69,73.15,87.71,40,No Access,Concern for Welfare,LB5113,98.21,12.56,83.87,23.6,24,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Death in family,Non-IT
606,master of professional accounting - master of business administration,New,Academic Caution,0,Writing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Phone,CO5117,15.9,67.37,14.9,16.07,99,Access,Non Submission,CO5103,83.44,66.38,5.89,59.44,50,Access,Non Submission,LB5113,39.26,43.07,11.51,56.68,95,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management,Non-IT
607,master of professional accounting - master of business administration,First year,Conditional,0,Referencing,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,64.67,53.83,29.32,46.1,11,Access,Non Submission,CO5103,79.44,49.98,3.86,48.41,6,Access,Non Submission,LB5113,61.65,78.4,40.62,31.79,18,No Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness,Non-IT
608,master of professional accounting - master of business administration,Excluded,Conditional,0,Essential Skills and Reading,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,74.81,82.29,0.89,73.93,79,No Access,Attendance,CO5103,55.9,13.32,24.27,20.53,2,Access,Non Submission,LB5113,20.41,91.63,43.97,94.84,65,Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Mental health,Non-IT
609,master of professional accounting - master of business administration,LOA,Conditional,0,Writing,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,63.48,81.03,83.23,74.9,47,Access,Non Submission,CO5103,46.95,64.63,10.35,99.37,90,Access,Concern for Welfare,LB5113,12.61,17.68,95.63,28.99,21,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Mental health,Non-IT
610,master of professional accounting - master of business administration,Transferred,Satisfactory,1,Essential Skills and Reading,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,76.48,26.84,54.49,53.71,4,Access,Non Submission,CO5103,46.65,49.96,31.65,5.57,56,Access,Concern for Welfare,LB5113,1.68,33.27,83.56,47.56,26,No Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Sickness,Non-IT
611,master of professional accounting - master of business administration,SRI to JCUB,Academic Caution,0,Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,38.15,59.59,50.89,80.17,29,Access,Non Submission,CO5103,49.74,45.0,24.72,8.23,93,No Access,Non Submission,LB5113,8.77,91.67,13.16,99.24,26,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Death in family,Non-IT
612,master of professional accounting - master of business administration,Return to Study,Excluded,0,Referencing,Student Advocate,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,29.47,81.16,11.13,4.48,89,No Access,Concern for Welfare,CO5103,2.19,6.0,61.87,63.29,56,Access,Concern for Welfare,LB5113,56.02,31.7,94.58,2.67,39,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Sickness,Non-IT
613,master of professional accounting - master of business administration,SRI to JCUB,Satisfactory,0,Essential Skills,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,65.42,17.3,27.82,77.65,27,Access,Attendance,CO5103,10.45,57.37,58.31,48.39,8,No Access,Concern for Welfare,LB5113,40.38,82.37,71.16,82.5,76,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Poor time management,Non-IT
614,master of professional accounting - master of business administration,First year,Excluded,1,Referencing,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,42.58,49.12,57.72,2.46,46,Access,Non Submission,CO5103,26.04,79.78,65.77,11.75,83,Access,Concern for Welfare,LB5113,56.95,47.2,32.44,5.96,100,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Poor time management,Non-IT
615,master of professional accounting - master of business administration,First year,Satisfactory,0,Essential Skills and Reading,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,87.31,10.96,18.1,97.96,15,No Access,Non Submission,CO5103,1.18,25.21,74.52,64.44,64,No Access,Concern for Welfare,LB5113,33.51,82.48,11.15,1.74,87,Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness,Non-IT
616,master of professional accounting - master of business administration,Excluded,At Risk,0,Essential Skills,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,14.54,36.76,67.8,96.8,71,Access,Non Submission,CO5103,79.05,23.04,71.56,89.62,15,Access,Attendance,LB5113,33.6,65.07,39.0,19.98,59,No Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Mental health,Non-IT
