student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_4_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues
547,Master of International Tourism and Hospitality Management,Return to Study,At Risk,,Essential Skills,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,2.89,56.49,11.57,16.55,60,No Access,Concern for Welfare,,82.37,10.56,83.15,27.55,35,Access,Attendance,,7.08,53.28,87.1,98.71,28,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Late Enrollment
548,Master of International Tourism and Hospitality Management,First year,Conditional,,Essential Skills,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,39.49,57.96,41.2,43.03,79,Access,Concern for Welfare,,46.08,44.2,16.13,32.5,16,No Access,Attendance,,78.56,7.16,57.15,16.27,99,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Sickness
549,Master of International Tourism and Hospitality Management,Return to Study,Conditional,,Referencing,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,35.75,70.18,23.26,82.06,8,Access,Concern for Welfare,,3.83,58.77,89.36,8.08,73,Access,Concern for Welfare,,45.3,90.6,12.15,57.81,43,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment
550,Master of International Tourism and Hospitality Management,Continuing,Conditional,,4R Essential Skills,Other,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,,35.05,20.18,89.43,91.59,72,Access,Attendance,,58.11,17.99,69.99,51.64,73,Access,Non Submission,,67.03,51.02,2.02,49.22,41,No Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Death in family
551,Master of International Tourism and Hospitality Management,Transferred,Academic Caution,,Referencing,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,60.98,40.37,44.29,90.82,55,Access,Attendance,,91.48,59.22,75.05,36.15,31,Access,Attendance,,63.92,23.51,11.16,65.32,22,Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Poor time management
552,Master of International Tourism and Hospitality Management,Continuing,Satisfactory,,Writing,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,60.02,37.73,4.07,58.38,67,Access,Concern for Welfare,,16.96,93.32,54.06,30.36,78,No Access,Concern for Welfare,,73.56,18.63,99.15,45.88,2,No Access,Concern for Welfare,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Mental health
553,Master of International Tourism and Hospitality Management,Continuing,At Risk,,Writing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,1.76,91.82,83.71,63.58,0,Access,Non Submission,,35.08,75.7,81.23,59.16,84,Access,Non Submission,,84.96,8.59,97.76,95.75,2,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment
554,Master of International Tourism and Hospitality Management,Transferred,Excluded,,Referencing,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,35.83,4.04,47.35,28.81,35,Access,Concern for Welfare,,88.82,10.77,58.5,90.19,40,Access,Non Submission,,96.99,54.84,20.02,72.51,59,Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Poor time management
555,Master of International Tourism and Hospitality Management,First year,Conditional,,Essential Skills,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,11.45,9.75,3.86,35.09,97,Access,Non Submission,,59.36,68.31,22.75,55.23,14,Access,Non Submission,,84.93,93.15,82.77,44.24,82,No Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Death in family
556,Master of International Tourism and Hospitality Management,LOA,Satisfactory,,4R Essential Skills,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,93.29,53.46,89.7,0.53,38,Access,Attendance,,92.97,55.55,69.9,86.45,66,Access,Attendance,,34.41,92.11,28.75,85.74,65,Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment
557,Master of International Tourism and Hospitality Management,LOA,Academic Caution,,Studiocity,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,55.34,50.17,4.44,82.68,23,Access,Attendance,,17.9,52.99,54.08,5.76,33,No Access,Non Submission,,3.46,86.89,81.27,87.63,17,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family
558,Master of International Tourism and Hospitality Management,Return to Study,Excluded,,Essential Skills and Reading,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,69.02,13.9,39.11,17.62,97,Access,Attendance,,93.95,18.22,15.59,27.36,45,No Access,Non Submission,,26.57,37.51,90.25,84.03,96,Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Late Enrollment
559,Master of International Tourism and Hospitality Management,Transferred,Excluded,,Essential Skills,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,63.87,26.88,31.58,80.71,39,Access,Attendance,,49.22,27.33,25.84,6.43,84,Access,Concern for Welfare,,71.34,78.84,24.83,91.86,33,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Mental health
560,Master of International Tourism and Hospitality Management,Return to Study,Satisfactory,,Studiocity,Student Counsellor,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,42.55,27.16,75.47,86.0,45,Access,Attendance,,39.01,23.58,91.39,2.98,100,Access,Concern for Welfare,,47.29,35.14,8.96,69.06,62,Access,Attendance,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Poor time management
561,Master of International Tourism and Hospitality Management,LOA,Excluded,,Writing,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,22.09,66.84,8.36,75.7,44,Access,Attendance,,21.44,11.42,18.16,62.44,98,No Access,Non Submission,,72.56,51.01,93.86,96.68,84,Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Poor time management
562,Master of International Tourism and Hospitality Management,SRI to JCUB,Academic Caution,,Studiocity,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,43.19,71.15,48.36,56.04,93,No Access,Attendance,,4.56,11.17,1.1,92.4,11,Access,Non Submission,,93.75,97.61,61.28,21.62,75,No Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Late Enrollment
563,Master of International Tourism and Hospitality Management,New,Satisfactory,,Referencing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,48.39,10.24,16.34,13.57,77,Access,Concern for Welfare,,57.63,9.13,1.22,67.29,40,No Access,Non Submission,,61.79,77.94,25.44,78.65,74,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Poor time management
564,Master of International Tourism and Hospitality Management,First year,At Risk,,Writing,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,90.05,34.92,56.91,28.59,10,No Access,Concern for Welfare,,82.95,28.19,24.08,10.35,30,Access,Non Submission,,57.5,30.21,21.13,95.04,35,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Late Enrollment
565,Master of International Tourism and Hospitality Management,First year,At Risk,,Referencing,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,13.54,16.59,92.2,21.19,57,No Access,Attendance,,77.85,99.36,15.28,55.57,42,Access,Attendance,,1.63,19.18,73.62,94.15,23,Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Late Enrollment
566,Master of International Tourism and Hospitality Management,Transferred,At Risk,,Studiocity,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,72.65,56.86,17.34,94.34,96,Access,Attendance,,50.51,34.37,66.3,41.21,89,No Access,Concern for Welfare,,52.76,67.2,86.15,3.28,92,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment
567,Master of International Tourism and Hospitality Management,Return to Study,Excluded,,Essential Skills and Reading,Student Advocate,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,97.22,6.08,64.08,44.98,87,No Access,Attendance,,78.68,1.66,34.06,36.23,7,Access,Concern for Welfare,,95.32,48.3,21.99,10.79,89,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health
568,Master of International Tourism and Hospitality Management,First year,Satisfactory,,Essential Skills,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,44.26,60.76,91.94,71.13,32,Access,Concern for Welfare,,15.72,59.12,61.69,26.75,75,Access,Concern for Welfare,,36.47,47.63,97.14,54.53,7,Access,Concern for Welfare,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Late Enrollment
569,Master of International Tourism and Hospitality Management,Excluded,Conditional,,Studiocity,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,28.68,74.8,30.99,11.15,30,Access,Concern for Welfare,,52.87,22.23,28.53,55.75,55,Access,Non Submission,,5.58,54.31,60.68,68.78,7,No Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness
570,Master of International Tourism and Hospitality Management,First year,Excluded,,Essential Skills and Reading,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,16.2,68.72,8.73,63.19,96,Access,Non Submission,,57.73,56.38,37.97,50.01,69,Access,Concern for Welfare,,61.48,52.23,82.78,90.49,78,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management
571,"Bachelor of Tourism, Hospitality and Events",LOA,At Risk,,Referencing,Student Counsellor,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,7.98,16.82,0.89,8.19,85,No Access,Attendance,,7.31,17.37,85.23,35.84,50,No Access,Attendance,,54.47,93.5,0.35,12.39,91,Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Late Enrollment
572,"Bachelor of Tourism, Hospitality and Events",First year,At Risk,,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,88.82,11.34,81.64,3.03,95,Access,Concern for Welfare,,91.07,12.24,46.55,76.39,8,Access,Attendance,,85.76,37.14,1.32,45.38,2,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family
573,"Bachelor of Tourism, Hospitality and Events",LOA,Satisfactory,,Essential Skills,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,,16.55,71.84,95.79,44.06,24,Access,Attendance,,71.82,37.01,96.59,62.5,25,Access,Attendance,,85.86,4.89,41.17,70.55,5,No Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family
574,"Bachelor of Tourism, Hospitality and Events",New,Academic Caution,,Referencing,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,5.25,42.21,21.76,16.38,10,Access,Attendance,,64.7,51.65,24.7,60.12,73,Access,Attendance,,18.76,73.87,90.96,74.4,58,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment
575,"Bachelor of Tourism, Hospitality and Events",First year,Excluded,,Writing,Student Counsellor,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,74.73,83.78,30.47,62.22,78,No Access,Attendance,,83.98,60.48,22.15,93.35,66,Access,Concern for Welfare,,69.3,57.25,87.99,2.62,75,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Poor time management
576,"Bachelor of Tourism, Hospitality and Events",First year,Conditional,,Studiocity,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,49.76,42.06,14.25,71.64,22,Access,Concern for Welfare,,74.17,10.91,71.13,49.09,51,Access,Non Submission,,19.4,91.76,91.58,72.65,62,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental health
577,"Bachelor of Tourism, Hospitality and Events",Continuing,Conditional,,Essential Skills,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,69.36,20.86,62.08,45.03,42,Access,Concern for Welfare,,58.25,91.44,72.98,13.4,84,No Access,Attendance,,81.61,68.36,30.02,61.65,84,No Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Poor time management
578,"Bachelor of Tourism, Hospitality and Events",Transferred,Satisfactory,,Essential Skills and Reading,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,87.18,52.28,34.75,58.74,71,Access,Non Submission,,72.9,23.3,81.85,17.67,46,Access,Concern for Welfare,,56.29,43.66,30.07,97.92,2,No Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Death in family
579,"Bachelor of Tourism, Hospitality and Events",Return to Study,Excluded,,Essential Skills,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,56.96,7.54,63.05,79.01,60,Access,Non Submission,,77.58,25.15,23.47,88.41,10,Access,Attendance,,7.41,29.94,46.93,73.94,11,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health
580,"Bachelor of Tourism, Hospitality and Events",SRI to JCUB,At Risk,,Referencing,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,16.24,94.98,21.32,29.99,41,No Access,Attendance,,23.08,10.22,28.78,37.55,68,Access,Concern for Welfare,,26.55,6.0,14.09,6.31,62,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Mental health
581,"Bachelor of Tourism, Hospitality and Events",LOA,Excluded,,Essential Skills,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,87.88,36.79,16.61,82.19,68,Access,Concern for Welfare,,14.05,36.87,23.68,10.67,19,Access,Concern for Welfare,,33.45,62.58,59.67,68.89,93,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Poor time management
582,"Bachelor of Tourism, Hospitality and Events",Continuing,Satisfactory,,Referencing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,31.86,11.49,33.21,45.05,22,No Access,Attendance,,79.68,39.95,24.3,37.57,47,Access,Attendance,,76.28,63.58,3.59,98.98,6,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Poor time management
583,"Bachelor of Tourism, Hospitality and Events",Continuing,At Risk,,Studiocity,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,,28.33,65.75,13.06,6.07,8,No Access,Concern for Welfare,,86.45,19.97,39.07,16.58,79,Access,Concern for Welfare,,0.85,33.95,21.05,22.58,18,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Mental health
584,"Bachelor of Tourism, Hospitality and Events",SRI to JCUB,Academic Caution,,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,71.64,89.76,74.45,55.42,61,No Access,Attendance,,41.64,63.19,53.94,18.37,82,Access,Concern for Welfare,,58.47,2.22,9.95,1.03,38,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment
585,"Bachelor of Tourism, Hospitality and Events",SRI to JCUB,Excluded,,Writing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,92.51,18.31,38.58,1.79,8,Access,Non Submission,,90.74,97.84,43.35,5.58,51,Access,Non Submission,,29.41,20.79,23.95,5.23,56,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Mental health
586,"Bachelor of Tourism, Hospitality and Events",New,Excluded,,Writing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,65.15,62.79,15.68,21.43,34,No Access,Attendance,,47.13,11.13,69.23,18.58,2,Access,Concern for Welfare,,14.43,57.29,84.26,33.54,78,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Sickness
587,"Bachelor of Tourism, Hospitality and Events",LOA,Conditional,,4R Essential Skills,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,89.81,60.62,75.39,92.32,93,Access,Attendance,,36.56,76.05,73.03,35.68,57,Access,Attendance,,85.15,43.13,28.08,10.33,10,No Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Mental health
588,"Bachelor of Tourism, Hospitality and Events",Excluded,Academic Caution,,Referencing,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,31.76,14.01,56.42,46.56,74,Access,Concern for Welfare,,70.25,67.49,75.75,70.02,39,Access,Concern for Welfare,,16.51,58.44,18.42,84.69,92,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Poor time management
589,"Bachelor of Tourism, Hospitality and Events",New,At Risk,,Studiocity,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,14.54,18.62,24.6,6.09,91,Access,Non Submission,,66.21,91.46,86.45,8.94,23,Access,Non Submission,,54.93,43.56,78.42,45.07,47,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Sickness
590,"Bachelor of Tourism, Hospitality and Events",SRI to JCUB,Academic Caution,,Essential Skills,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,51.74,83.92,70.29,24.45,58,Access,Non Submission,,32.31,51.68,34.51,41.41,21,Access,Attendance,,28.43,80.9,17.09,55.75,44,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in family
591,"Bachelor of Tourism, Hospitality and Events",Continuing,Academic Caution,,Writing,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,50.81,41.76,14.8,77.41,4,No Access,Attendance,,70.41,80.78,56.15,1.37,57,Access,Attendance,,64.47,35.0,9.59,21.0,15,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family
592,"Bachelor of Tourism, Hospitality and Events",First year,At Risk,,Essential Skills and Reading,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,48.81,12.29,42.67,6.0,32,Access,Attendance,,87.22,53.75,84.44,45.69,86,Access,Concern for Welfare,,53.1,98.99,12.63,72.98,97,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Poor time management
593,"Bachelor of Tourism, Hospitality and Events",LOA,At Risk,,4R Essential Skills,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,,39.22,78.57,51.5,57.33,46,No Access,Attendance,,78.32,20.13,28.48,98.25,3,Access,Non Submission,,84.25,23.31,46.76,25.58,13,No Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Death in family
594,"Bachelor of Tourism, Hospitality and Events",Return to Study,Academic Caution,,Referencing,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,76.55,0.01,48.8,16.16,15,Access,Concern for Welfare,,79.6,9.79,61.09,2.76,89,Access,Attendance,,40.62,16.26,46.08,25.22,44,Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Death in family
595,"Bachelor of Tourism, Hospitality and Events",First year,At Risk,,Essential Skills,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,,14.87,94.43,44.97,87.07,40,Access,Concern for Welfare,,63.08,94.02,45.0,31.73,82,No Access,Non Submission,,13.17,6.94,11.52,53.46,47,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family
596,"Bachelor of Tourism, Hospitality and Events",Return to Study,At Risk,,Writing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,,82.52,66.85,55.9,52.0,82,No Access,Concern for Welfare,,94.37,48.16,29.53,72.27,0,Access,Concern for Welfare,,6.25,74.61,1.91,49.54,70,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in family
597,"Bachelor of Tourism, Hospitality and Events",Transferred,Conditional,,Essential Skills and Reading,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,,83.14,34.22,99.23,87.74,33,Access,Attendance,,40.59,72.91,15.76,85.15,37,Access,Attendance,,88.83,77.08,75.23,87.05,41,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness
598,"Bachelor of Tourism, Hospitality and Events",Transferred,Excluded,,Studiocity,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,,13.85,22.58,35.56,74.82,65,Access,Concern for Welfare,,32.4,56.23,92.12,89.55,67,Access,Attendance,,35.54,12.68,48.45,14.45,71,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Mental health
599,"Bachelor of Tourism, Hospitality and Events",Continuing,At Risk,,Referencing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,,24.74,29.93,4.39,79.73,11,Access,Non Submission,,22.48,87.66,23.85,55.89,85,No Access,Attendance,,4.05,82.69,14.1,69.83,27,No Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Sickness
600,"Bachelor of Tourism, Hospitality and Events",LOA,Conditional,,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,,9.35,86.93,63.0,9.54,33,Access,Non Submission,,23.61,42.02,17.66,21.32,38,No Access,Non Submission,,91.38,69.62,69.33,6.68,63,No Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Sickness
601,Master of Professional Account and Master of Business Administration,SRI to JCUB,Academic Caution,,4R Essential Skills,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,,54.75,49.97,35.43,85.31,0,Access,Concern for Welfare,,98.2,98.08,59.48,30.76,61,Access,Concern for Welfare,,26.49,11.29,73.51,28.91,92,Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Poor time management
602,Master of Professional Account and Master of Business Administration,SRI to JCUB,At Risk,,Writing,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,,0.45,12.96,26.98,77.22,5,No Access,Non Submission,,4.27,91.84,12.42,33.24,80,Access,Attendance,,43.07,45.18,56.3,8.74,46,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Sickness
603,Master of Professional Account and Master of Business Administration,LOA,Satisfactory,,Referencing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,42.38,6.39,15.05,91.71,52,Access,Concern for Welfare,,41.51,44.72,37.94,28.55,82,Access,Non Submission,,75.42,37.01,19.21,1.44,75,No Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness
604,Master of Professional Account and Master of Business Administration,Return to Study,Excluded,,Referencing,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,,1.15,87.51,87.82,4.02,49,No Access,Concern for Welfare,,82.23,87.81,59.41,17.04,13,Access,Concern for Welfare,,62.62,63.5,36.75,98.28,65,No Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Late Enrollment
605,Master of Professional Account and Master of Business Administration,Transferred,Conditional,,Writing,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,56.48,30.5,86.45,56.99,26,Access,Concern for Welfare,,60.34,55.69,73.15,87.71,40,No Access,Concern for Welfare,,98.21,12.56,83.87,23.6,24,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Death in family
606,Master of Professional Account and Master of Business Administration,New,Academic Caution,,Writing,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Phone,,15.9,67.37,14.9,16.07,99,Access,Non Submission,,83.44,66.38,5.89,59.44,50,Access,Non Submission,,39.26,43.07,11.51,56.68,95,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor time management
607,Master of Professional Account and Master of Business Administration,First year,Conditional,,Referencing,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,,64.67,53.83,29.32,46.1,11,Access,Non Submission,,79.44,49.98,3.86,48.41,6,Access,Non Submission,,61.65,78.4,40.62,31.79,18,No Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness
608,Master of Professional Account and Master of Business Administration,Excluded,Conditional,,Essential Skills and Reading,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,,74.81,82.29,0.89,73.93,79,No Access,Attendance,,55.9,13.32,24.27,20.53,2,Access,Non Submission,,20.41,91.63,43.97,94.84,65,Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Mental health
